O*NET-SOC Code,Title,dv_rating_alpha,dv_rating_beta,dv_rating_gamma,human_rating_alpha,human_rating_beta,human_rating_gamma,Job Zone,Active_Learning_Importance,Active_Learning_Level,Critical_Thinking_Importance,Critical_Thinking_Level,Learning_Strategies_Importance,Learning_Strategies_Level,Monitoring_Importance,Monitoring_Level,Active_Listening_Importance,Active_Listening_Level,Mathematics_Importance,Mathematics_Level,Programming_Importance,Programming_Level,Reading_Comprehension_Importance,Reading_Comprehension_Level,Science_Importance,Science_Level,Speaking_Importance,Speaking_Level,Writing_Importance,Writing_Level,degree_of_automation_context,importance_of_being_exact_or_accurate_context,importance_of_repeating_same_tasks_context,structured_versus_unstructured_work_context
15-1241.00,Computer Network Architects,0.390625,0.6640625,0.9375,0.203125,0.5546875,0.90625,4,56,52,75,61,47,46,56,50,72,54,56,55.0,63,48.0,72,61,28,23.0,69,57,66,54,0.48,0.76,0.35,0.77
15-1241.01,Telecommunications Engineering Specialists,0.3191489361702128,0.6063829787234043,0.8936170212765957,0.2553191489361702,0.5319148936170213,0.8085106382978723,3,60,54,66,54,47,41,53,45,66,55,50,43.0,35,29.0,66,55,22,20.0,56,52,56,54,0.31,0.78,0.47,0.74
15-1242.00,Database Administrators,0.8709677419354839,0.935483870967742,1.0,0.2903225806451612,0.5967741935483871,0.9032258064516128,4,63,55,72,59,50,48,60,59,63,55,53,50.0,60,55.0,63,63,25,21.0,60,55,60,55,0.48,0.75,0.55,0.63
15-1243.00,Database Architects,0.7560975609756098,0.8780487804878049,1.0,0.2439024390243902,0.5975609756097561,0.951219512195122,4,53,52,72,61,47,45,56,52,63,52,50,48.0,56,59.0,66,63,25,,63,54,60,57,0.4,0.85,0.68,0.76
15-1243.01,Data Warehousing Specialists,0.8888888888888888,0.9444444444444444,1.0,0.3888888888888888,0.6944444444444444,1.0,4,50,46,72,55,41,39,47,45,63,52,50,46.0,69,54.0,72,57,22,,60,52,56,48,0.35,0.86,0.6,0.73
15-1244.00,Network and Computer Systems Administrators,0.5405405405405406,0.7297297297297298,0.918918918918919,0.1621621621621621,0.5135135135135136,0.8648648648648649,4,53,54,72,55,44,52,69,55,69,55,50,48.0,66,55.0,72,57,31,36.0,60,55,53,54,0.4,0.75,0.58,0.79
15-1251.00,Computer Programmers,0.9,0.95,1.0,0.4333333333333333,0.6833333333333333,0.9333333333333332,4,53,46,69,55,35,37,50,45,69,57,53,45.0,94,70.0,60,50,44,39.0,53,48,56,46,0.32,0.81,0.54,0.6
15-1253.00,Software Quality Assurance Analysts and Testers,0.8070175438596491,0.8771929824561403,0.9473684210526316,0.3157894736842105,0.6140350877192982,0.912280701754386,4,56,43,75,55,44,41,63,54,66,55,31,32.0,69,50.0,72,57,50,46.0,69,50,66,55,0.39,0.84,0.58,0.7
15-1254.00,Web Developers,0.8653846153846154,0.9326923076923076,1.0,0.3076923076923077,0.6346153846153847,0.9615384615384616,3,63,52,69,55,47,45,50,48,63,50,44,41.0,78,61.0,66,57,25,32.0,56,46,53,50,0.25,0.81,0.79,0.77
15-1255.01,Video Game Designers,0.3333333333333333,0.6666666666666666,1.0,0.1666666666666666,0.5833333333333333,1.0,4,63,52,66,55,50,43,56,50,69,57,41,43.0,75,57.0,66,57,6,,60,50,56,52,0.12,0.6,0.43,0.79
15-1299.01,Web Administrators,0.8260869565217391,0.9130434782608696,1.0,0.4347826086956521,0.6739130434782609,0.9130434782608696,4,53,54,75,59,50,43,60,50,69,55,28,30.0,53,41.0,72,59,28,34.0,56,50,56,48,0.43,0.76,0.64,0.84
15-1299.02,Geographic Information Systems Technologists and Technicians,0.1851851851851851,0.5925925925925926,1.0,0.2407407407407407,0.6018518518518519,0.9629629629629628,4,61,53,69,56,49,44,50,47,63,55,56,55.0,45,43.0,70,62,56,,64,53,63,54,0.48,0.92,0.75,0.73
15-1299.03,Document Management Specialists,0.2222222222222222,0.6111111111111112,1.0,0.3555555555555555,0.6777777777777778,1.0,4,56,46,69,54,50,43,66,45,69,55,31,32.0,38,27.0,72,55,6,0.0,53,46,69,55,0.5,0.76,0.59,0.73
15-1299.08,Computer Systems Engineers/Architects,0.5357142857142857,0.7678571428571428,1.0,0.2142857142857142,0.5714285714285714,0.9285714285714284,4,69,57,78,55,50,46,63,54,75,57,53,46.0,60,59.0,78,61,53,50.0,69,55,72,57,0.42,0.8,0.55,0.79
15-1299.09,Information Technology Project Managers,0.1428571428571428,0.5714285714285714,1.0,0.0476190476190476,0.4523809523809523,0.8571428571428571,4,60,55,78,61,50,46,66,64,75,57,47,45.0,31,23.0,75,57,28,21.0,72,57,75,57,0.29,0.74,0.63,0.85
15-2011.00,Actuaries,0.0,0.5,1.0,0.2222222222222222,0.537037037037037,0.8518518518518519,4,60,59,81,68,50,50,53,52,75,59,81,70.0,38,39.0,78,66,28,29.0,72,57,60,57,0.38,0.88,0.52,0.73
15-2021.00,Mathematicians,1.0,1.0,1.0,0.3809523809523809,0.6904761904761905,1.0,5,75,75,81,73,60,54,50,43,60,59,100,86.0,38,37.0,75,71,66,66.0,60,61,63,64,0.13,0.92,0.38,0.88
15-2031.00,Operations Research Analysts,0.2580645161290322,0.6290322580645161,1.0,0.2580645161290322,0.6290322580645161,1.0,5,72,59,78,63,50,45,47,43,75,57,88,68.0,38,39.0,75,63,53,45.0,72,57,75,57,0.21,0.84,0.36,0.89
15-2041.00,Statisticians,0.5789473684210527,0.7894736842105263,1.0,0.4736842105263157,0.7105263157894737,0.9473684210526316,5,66,55,78,70,50,45,47,45,72,55,94,82.0,50,52.0,75,70,63,57.0,69,61,63,63,0.26,0.82,0.36,0.74
15-2041.01,Biostatisticians,0.32,0.66,1.0,0.6,0.74,0.88,5,75,70,75,70,60,55,50,52,72,61,91,73.0,60,57.0,75,73,75,66.0,75,64,72,70,0.23,0.83,0.43,0.78
15-2051.01,Business Intelligence Analysts,0.3939393939393939,0.696969696969697,1.0,0.2121212121212121,0.5757575757575758,0.9393939393939394,4,69,59,75,61,50,43,53,48,72,59,60,55.0,41,36.0,75,63,19,11.0,72,57,69,59,0.29,0.81,0.56,0.86
15-2051.02,Clinical Data Managers,0.275,0.6375000000000001,1.0,0.4,0.5750000000000001,0.75,4,66,57,75,61,47,46,66,59,72,55,63,55.0,56,52.0,72,61,35,32.0,72,57,69,57,0.38,0.86,0.7,0.78
15-2099.01,Bioinformatics Technicians,0.7666666666666666,0.8666666666666667,0.9666666666666668,0.3333333333333333,0.65,0.9666666666666668,4,63,55,63,54,44,41,56,50,63,52,60,55.0,53,43.0,69,61,53,48.0,60,52,63,54,0.49,0.82,0.53,0.73
17-1011.00,"Architects, Except Landscape and Naval",0.0697674418604651,0.4883720930232558,0.9069767441860463,0.1627906976744186,0.4302325581395348,0.6976744186046512,5,66,59,75,64,56,45,69,63,72,61,63,59.0,22,18.0,75,68,47,43.0,75,57,72,59,0.26,0.74,0.53,0.72
17-1012.00,Landscape Architects,0.0,0.4210526315789473,0.8421052631578947,0.0526315789473684,0.3684210526315789,0.6842105263157894,4,69,54,72,55,47,43,50,50,75,57,50,45.0,13,11.0,75,57,38,41.0,72,57,69,55,0.26,0.76,0.44,0.72
17-1021.00,Cartographers and Photogrammetrists,0.04,0.52,1.0,0.08,0.46,0.84,4,56,48,63,54,47,43,53,45,60,50,47,45.0,22,16.0,75,59,22,21.0,53,45,63,52,0.42,0.97,0.63,0.74
17-1022.00,Surveyors,0.1111111111111111,0.4888888888888889,0.8666666666666667,0.1333333333333333,0.4333333333333333,0.7333333333333334,4,56,48,72,57,53,50,50,50,69,55,75,57.0,22,21.0,72,57,47,41.0,72,55,66,54,0.44,0.92,0.62,0.65
17-1022.01,Geodetic Surveyors,0.1875,0.53125,0.875,0.1875,0.40625,0.625,4,56,55,75,57,50,50,60,55,72,57,78,68.0,35,43.0,75,63,53,52.0,56,55,56,59,0.44,0.94,0.84,0.7
17-2011.00,Aerospace Engineers,0.2142857142857142,0.5714285714285714,0.9285714285714284,0.1428571428571428,0.5178571428571428,0.8928571428571428,4,66,55,78,66,60,54,69,55,72,59,72,68.0,28,,75,71,75,73.0,72,61,72,64,0.14,0.75,0.34,0.77
17-2021.00,Agricultural Engineers,0.074074074074074,0.4259259259259259,0.7777777777777777,0.0,0.3333333333333333,0.6666666666666666,4,56,55,78,61,47,45,53,54,75,57,72,57.0,28,23.0,75,66,60,48.0,72,57,72,61,0.35,0.78,0.47,0.81
17-2031.00,Bioengineers and Biomedical Engineers,0.2307692307692307,0.5897435897435898,0.9487179487179488,0.2564102564102564,0.5384615384615384,0.8205128205128205,4,66,68,81,68,53,59,69,59,78,63,69,66.0,50,50.0,78,73,72,66.0,72,63,69,61,0.24,0.76,0.4,0.77
17-2041.00,Chemical Engineers,0.0769230769230769,0.4615384615384615,0.8461538461538463,0.0769230769230769,0.3461538461538461,0.6153846153846154,4,69,64,75,70,47,52,56,55,60,57,72,66.0,35,41.0,72,63,81,73.0,66,55,56,55,0.46,0.82,0.36,0.79
17-2051.00,Civil Engineers,0.0714285714285714,0.4464285714285714,0.8214285714285714,0.1428571428571428,0.375,0.6071428571428571,4,56,66,72,66,47,52,56,55,75,57,72,68.0,22,27.0,72,71,69,57.0,72,55,56,55,0.33,0.85,0.55,0.75
17-2051.01,Transportation Engineers,0.0227272727272727,0.5,0.9772727272727272,0.2272727272727273,0.4886363636363636,0.75,4,60,57,72,59,53,45,53,50,69,55,72,66.0,28,36.0,75,63,38,43.0,75,57,69,55,0.27,0.79,0.59,0.8
17-2051.02,Water/Wastewater Engineers,0.0727272727272727,0.5,0.9272727272727272,0.1454545454545454,0.5,0.8545454545454545,4,56,57,75,59,53,54,66,57,72,57,72,64.0,28,36.0,75,63,63,,69,57,75,57,0.22,0.72,0.35,0.71
17-2061.00,Computer Hardware Engineers,0.5454545454545454,0.7272727272727273,0.9090909090909092,0.1818181818181818,0.3181818181818182,0.4545454545454546,4,69,59,75,59,47,45,53,46,72,55,56,48.0,38,39.0,75,64,47,46.0,72,57,72,59,0.43,0.85,0.53,0.76
17-2071.00,Electrical Engineers,0.28125,0.5625,0.84375,0.15625,0.40625,0.65625,4,63,48,72,57,47,43,63,50,72,57,56,57.0,25,21.0,72,61,53,50.0,69,54,72,55,0.15,0.82,0.46,0.77
17-2072.00,"Electronics Engineers, Except Computer",0.2941176470588235,0.5735294117647058,0.8529411764705882,0.3529411764705882,0.5147058823529411,0.6764705882352942,4,60,54,75,57,47,45,63,52,66,57,56,52.0,41,41.0,75,59,56,45.0,69,57,69,57,0.28,0.79,0.57,0.82
17-2072.01,Radio Frequency Identification Device Specialists,0.4285714285714285,0.6666666666666666,0.9047619047619048,0.0952380952380952,0.3809523809523809,0.6666666666666666,4,53,50,72,55,41,46,53,54,69,52,41,48.0,38,,66,57,25,27.0,69,52,56,52,0.24,0.83,0.54,0.81
17-2081.00,Environmental Engineers,0.1296296296296296,0.5555555555555556,0.9814814814814814,0.2407407407407407,0.5,0.7592592592592592,4,69,59,75,61,53,45,72,61,75,59,60,57.0,19,16.0,75,66,53,52.0,72,61,75,59,0.23,0.63,0.29,0.69
17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",0.12,0.47,0.8200000000000001,0.4,0.52,0.64,4,66,55,75,60,56,49,61,55,72,60,49,47.0,25,21.0,75,65,61,55.0,74,59,74,59,0.24,0.82,0.46,0.76
17-2111.02,Fire-Prevention and Protection Engineers,0.0769230769230769,0.5384615384615385,1.0,0.5384615384615385,0.6153846153846154,0.6923076923076923,4,66,55,78,59,47,48,50,48,72,57,47,45.0,22,23.0,75,57,63,55.0,72,57,72,57,0.1,0.79,0.44,0.76
17-2112.00,Industrial Engineers,0.0526315789473684,0.5263157894736842,1.0,0.3157894736842105,0.6052631578947368,0.894736842105263,4,56,55,75,59,44,43,60,61,75,59,56,55.0,22,16.0,75,64,28,25.0,72,59,69,59,0.29,0.81,0.54,0.86
17-2112.01,Human Factors Engineers and Ergonomists,0.14,0.51,0.88,0.32,0.52,0.72,5,63,61,75,63,56,50,60,59,72,63,56,57.0,31,34.0,75,70,50,45.0,75,61,72,61,0.18,0.73,0.48,0.81
17-2112.02,Validation Engineers,0.5,0.7023809523809523,0.9047619047619048,0.2857142857142857,0.4761904761904761,0.6666666666666666,4,56,52,75,59,50,45,72,57,72,57,53,52.0,22,14.0,78,64,69,63.0,75,57,75,59,0.22,0.91,0.65,0.78
17-2112.03,Manufacturing Engineers,0.0425531914893617,0.4787234042553191,0.9148936170212766,0.2553191489361702,0.4787234042553191,0.7021276595744681,4,66,64,69,57,56,55,72,66,72,59,75,64.0,22,36.0,75,68,53,54.0,72,59,69,63,0.39,0.8,0.39,0.74
17-2121.00,Marine Engineers and Naval Architects,0.1052631578947368,0.4210526315789473,0.7368421052631579,0.2631578947368421,0.4035087719298245,0.5438596491228069,4,61,63,74,63,47,43,63,57,72,57,66,69.0,27,26.0,74,68,58,62.0,72,57,63,57,0.29,0.86,0.46,0.75
17-2131.00,Materials Engineers,0.1463414634146341,0.4878048780487805,0.8292682926829269,0.1463414634146341,0.3170731707317073,0.4878048780487805,4,56,64,72,61,50,52,53,55,75,59,69,57.0,22,25.0,75,68,75,68.0,69,59,69,63,0.32,0.78,0.3,0.79
17-2141.00,Mechanical Engineers,0.0232558139534883,0.4534883720930232,0.8837209302325582,0.1860465116279069,0.3720930232558139,0.5581395348837209,4,60,63,72,61,44,50,53,61,72,57,72,70.0,38,34.0,72,70,72,66.0,53,55,56,57,0.3,0.84,0.62,0.9
17-2141.01,Fuel Cell Engineers,0.2352941176470588,0.4803921568627451,0.7254901960784313,0.2941176470588235,0.4901960784313725,0.6862745098039216,5,60,54,69,59,56,45,63,54,66,57,56,55.0,31,,72,66,66,55.0,63,54,66,57,0.28,0.7,0.3,0.73
17-2141.02,Automotive Engineers,0.36,0.66,0.96,0.44,0.64,0.84,4,56,66,78,64,47,46,56,57,69,54,69,71.0,41,43.0,72,68,53,59.0,72,55,69,57,0.29,0.84,0.48,0.79
17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",0.1111111111111111,0.4814814814814814,0.8518518518518519,0.4074074074074074,0.5,0.5925925925925926,4,63,59,75,64,53,48,69,64,72,57,69,66.0,41,43.0,75,68,63,57.0,75,59,75,61,0.2,0.77,0.62,0.79
17-2161.00,Nuclear Engineers,0.25,0.55,0.8500000000000001,0.25,0.475,0.7000000000000001,4,66,59,75,68,50,46,75,57,75,63,72,61.0,19,16.0,75,68,78,63.0,72,57,72,66,0.3,0.86,0.39,0.59
17-2171.00,Petroleum Engineers,0.1666666666666666,0.5277777777777778,0.8888888888888888,0.0833333333333333,0.4305555555555555,0.7777777777777777,4,69,55,75,63,50,43,69,55,72,57,56,57.0,22,16.0,75,68,60,57.0,72,57,72,61,0.24,0.71,0.47,0.88
17-2199.03,"Energy Engineers, Except Wind and Solar",0.0975609756097561,0.5487804878048781,1.0,0.2439024390243902,0.5,0.7560975609756098,4,69,55,75,59,47,43,72,55,72,57,69,59.0,25,18.0,78,68,66,63.0,69,57,72,59,0.26,0.74,0.43,0.76
17-2199.05,Mechatronics Engineers,0.1842105263157894,0.5263157894736842,0.8684210526315789,0.0,0.3026315789473684,0.6052631578947368,4,60,55,63,59,47,48,56,54,66,54,60,55.0,31,,63,57,47,,63,54,63,54,0.21,0.78,0.32,0.85
17-2199.06,Microsystems Engineers,0.2307692307692307,0.5128205128205128,0.7948717948717948,0.3076923076923077,0.5256410256410257,0.7435897435897436,5,63,55,75,59,56,48,66,54,75,61,60,55.0,41,36.0,75,68,66,55.0,66,57,69,57,0.23,0.8,0.48,0.86
17-2199.07,Photonics Engineers,0.2,0.4777777777777778,0.7555555555555555,0.1333333333333333,0.2888888888888889,0.4444444444444445,4,66,71,75,68,50,46,50,52,69,59,66,70.0,31,39.0,72,71,63,57.0,66,57,72,68,0.32,0.85,0.35,0.78
17-2199.08,Robotics Engineers,0.4090909090909091,0.5909090909090909,0.7727272727272727,0.2272727272727273,0.4772727272727273,0.7272727272727273,4,69,64,75,66,60,54,72,55,72,57,69,66.0,53,55.0,72,70,53,54.0,56,55,69,55,0.43,0.88,0.4,0.77
17-2199.09,Nanosystems Engineers,0.2727272727272727,0.5909090909090909,0.9090909090909092,0.1818181818181818,0.4886363636363636,0.7954545454545455,5,69,71,75,64,50,52,56,59,66,55,69,73.0,35,39.0,72,75,72,68.0,75,61,72,70,0.35,0.81,0.36,0.79
17-2199.10,Wind Energy Engineers,0.1052631578947368,0.4736842105263157,0.8421052631578947,0.3157894736842105,0.5263157894736842,0.7368421052631579,4,50,54,75,64,44,41,53,57,60,54,63,64.0,28,,69,66,56,54.0,60,50,60,54,0.2,0.79,0.41,0.8
17-2199.11,Solar Energy Systems Engineers,0.08,0.46,0.8400000000000001,0.24,0.46,0.68,4,60,52,66,55,47,43,53,52,66,52,53,55.0,28,23.0,72,57,53,54.0,63,54,66,54,0.18,0.73,0.29,0.69
17-3011.00,Architectural and Civil Drafters,0.12,0.54,0.96,0.18,0.52,0.86,3,50,45,64,53,41,42,50,47,67,48,50,54.0,27,21.0,63,54,27,29.0,56,47,53,47,0.37,0.91,0.65,0.64
17-3012.00,Electrical and Electronics Drafters,0.1914893617021276,0.5744680851063829,0.9574468085106382,0.2553191489361702,0.4893617021276595,0.7234042553191489,3,49,45,58,50,36,38,47,41,66,54,44,43.0,19,14.0,66,54,22,22.0,67,46,55,48,0.44,0.89,0.73,0.7
17-3013.00,Mechanical Drafters,0.0689655172413793,0.5,0.9310344827586208,0.0689655172413793,0.4655172413793103,0.8620689655172413,3,56,52,56,46,47,41,50,45,56,50,56,55.0,31,32.0,56,55,22,25.0,53,54,50,45,0.22,0.93,0.64,0.83
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,0.1,0.325,0.55,0.0,0.225,0.45,3,50,43,72,57,47,41,53,45,66,55,50,43.0,28,23.0,69,54,53,54.0,66,45,53,45,0.2,0.99,0.59,0.67
17-3022.00,Civil Engineering Technologists and Technicians,0.1818181818181818,0.5909090909090909,1.0,0.2727272727272727,0.4772727272727273,0.6818181818181819,3,47,43,72,52,31,37,56,48,69,57,66,48.0,22,14.0,69,59,44,37.0,60,50,56,50,0.44,0.75,0.52,0.66
17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,0.1886792452830188,0.4056603773584905,0.6226415094339622,0.0943396226415094,0.330188679245283,0.5660377358490566,3,53,48,67,54,42,41,55,50,60,51,55,50.0,30,,64,58,43,42.0,56,48,53,47,0.26,0.85,0.55,0.82
17-3024.00,Electro-Mechanical and Mechatronics Technologists and Technicians,0.1707317073170731,0.3536585365853659,0.5365853658536586,0.0975609756097561,0.2317073170731707,0.3658536585365853,3,47,43,69,54,47,43,72,57,53,48,47,41.0,31,29.0,56,55,44,41.0,56,45,56,48,0.3,0.88,0.76,0.57
17-3024.01,Robotics Technicians,0.3421052631578947,0.4210526315789473,0.5,0.0,0.2105263157894736,0.4210526315789473,3,53,52,72,57,50,45,53,46,69,52,50,54.0,47,39.0,72,57,44,46.0,56,46,56,45,0.6,0.9,0.46,0.79
17-3025.00,Environmental Engineering Technologists and Technicians,0.1052631578947368,0.4078947368421052,0.7105263157894737,0.2368421052631578,0.4342105263157894,0.631578947368421,4,69,55,72,57,50,43,60,54,72,57,50,54.0,28,29.0,72,57,60,54.0,60,57,53,55,0.24,0.73,0.61,0.69
17-3026.00,Industrial Engineering Technologists and Technicians,0.1111111111111111,0.4444444444444444,0.7777777777777777,0.1666666666666666,0.375,0.5833333333333333,3,50,52,72,55,44,43,60,55,72,55,53,54.0,22,23.0,75,57,47,45.0,56,54,53,54,0.3,0.82,0.67,0.79
17-3026.01,Nanotechnology Engineering Technologists and Technicians,0.2340425531914893,0.3936170212765957,0.5531914893617021,0.1702127659574468,0.3617021276595744,0.5531914893617021,4,52,47,66,52,44,46,64,51,64,52,53,53.0,31,27.0,67,55,56,54.0,60,53,58,53,0.42,0.88,0.47,0.75
17-3027.00,Mechanical Engineering Technologists and Technicians,0.1632653061224489,0.4795918367346938,0.7959183673469387,0.2244897959183673,0.4081632653061224,0.5918367346938775,3,56,46,66,54,47,45,60,48,66,52,53,48.0,25,18.0,72,59,47,43.0,63,50,63,50,0.21,0.86,0.6,0.7
17-3027.01,Automotive Engineering Technicians,0.0555555555555555,0.2777777777777778,0.5,0.1111111111111111,0.2222222222222222,0.3333333333333333,3,50,45,63,48,35,37,53,48,56,48,53,48.0,28,27.0,66,57,41,43.0,63,48,56,46,0.34,0.85,0.58,0.58
17-3029.01,Non-Destructive Testing Specialists,0.0,0.293103448275862,0.5862068965517241,0.0,0.2758620689655172,0.5517241379310345,2,66,50,66,50,53,48,63,50,63,48,50,45.0,19,16.0,66,54,44,39.0,56,45,56,45,0.33,0.86,0.66,0.65
17-3029.08,Photonics Technicians,0.1111111111111111,0.2444444444444444,0.3777777777777777,0.0888888888888888,0.2444444444444444,0.4,3,56,46,56,52,38,43,56,48,60,50,38,37.0,31,23.0,66,52,35,,53,45,53,46,0.39,0.87,0.54,0.64
17-3031.00,Surveying and Mapping Technicians,0.0851063829787234,0.5,0.9148936170212766,0.1063829787234042,0.5106382978723404,0.9148936170212766,3,53,42,63,45,45,42,50,43,55,43,61,51.0,24,23.0,63,53,27,29.0,55,44,53,49,0.4,0.9,0.71,0.72
19-1011.00,Animal Scientists,0.125,0.53125,0.9375,0.75,0.84375,0.9375,5,72,63,75,61,56,46,63,57,72,57,60,50.0,22,14.0,75,66,85,63.0,75,59,75,61,0.45,0.79,0.56,0.9
19-1012.00,Food Scientists and Technologists,0.0,0.3461538461538461,0.6923076923076923,0.2307692307692307,0.5,0.7692307692307693,4,69,55,72,61,50,43,72,55,75,57,53,45.0,16,13.0,75,61,60,48.0,72,57,75,57,0.32,0.79,0.49,0.64
19-1013.00,Soil and Plant Scientists,0.0,0.4891304347826087,0.9782608695652174,0.4347826086956521,0.6304347826086957,0.8260869565217391,5,75,64,75,63,56,55,56,59,72,59,56,55.0,28,29.0,75,71,75,70.0,75,66,72,63,0.3,0.73,0.49,0.83
19-1021.00,Biochemists and Biophysicists,0.1363636363636363,0.4545454545454546,0.7727272727272727,0.2045454545454545,0.4431818181818182,0.6818181818181819,5,78,75,81,73,75,63,72,61,78,63,72,68.0,31,39.0,85,75,94,73.0,78,66,81,73,0.41,0.94,0.63,0.84
19-1022.00,Microbiologists,0.0833333333333333,0.3958333333333333,0.7083333333333333,0.0833333333333333,0.3125,0.5416666666666666,5,72,64,75,64,66,55,69,55,75,57,50,55.0,25,30.0,78,75,88,71.0,72,57,78,68,0.36,0.97,0.71,0.65
19-1023.00,Zoologists and Wildlife Biologists,0.0952380952380952,0.4523809523809523,0.8095238095238095,0.2857142857142857,0.5238095238095237,0.7619047619047619,5,69,54,75,59,47,43,56,50,75,57,50,43.0,19,16.0,75,66,75,55.0,72,55,72,61,0.23,0.74,0.34,0.88
19-1029.01,Bioinformatics Scientists,0.4242424242424242,0.7121212121212122,1.0,0.1515151515151515,0.5454545454545454,0.9393939393939394,5,66,61,78,63,50,52,60,59,75,63,63,59.0,28,,78,70,69,,75,61,72,68,0.18,0.86,0.5,0.94
19-1029.02,Molecular and Cellular Biologists,0.1707317073170731,0.4878048780487805,0.8048780487804879,0.1951219512195122,0.4390243902439024,0.6829268292682927,5,72,66,78,70,72,64,69,63,75,66,69,63.0,28,36.0,85,80,94,71.0,75,68,81,71,0.28,0.84,0.51,0.76
19-1029.03,Geneticists,0.2093023255813953,0.5116279069767442,0.813953488372093,0.1860465116279069,0.4767441860465116,0.7674418604651163,5,75,59,75,63,72,55,69,55,75,57,72,57.0,22,16.0,81,71,78,63.0,75,59,75,70,0.24,0.91,0.54,0.81
19-1029.04,Biologists,0.2058823529411764,0.4852941176470588,0.7647058823529411,0.3235294117647059,0.3823529411764705,0.4411764705882353,5,72,66,75,64,53,52,60,54,75,59,69,61.0,44,52.0,75,71,91,71.0,75,64,75,70,0.17,0.86,0.38,0.93
19-1031.00,Conservation Scientists,0.0,0.4322033898305085,0.864406779661017,0.2711864406779661,0.5508474576271186,0.8305084745762712,4,56,54,69,57,44,46,63,54,72,57,60,54.0,22,21.0,72,59,63,55.0,69,55,69,57,0.28,0.69,0.35,0.73
19-1031.02,Range Managers,0.0,0.3709677419354839,0.7419354838709677,0.2258064516129032,0.4032258064516129,0.5806451612903225,4,56,52,69,57,44,43,66,61,75,59,47,46.0,13,9.0,72,59,47,48.0,69,57,56,57,0.31,0.61,0.46,0.85
19-1031.03,Park Naturalists,0.1818181818181818,0.5151515151515151,0.8484848484848485,0.1212121212121212,0.4848484848484848,0.8484848484848485,4,60,45,69,55,56,46,53,45,69,55,25,29.0,19,14.0,72,55,41,34.0,75,55,66,55,0.15,0.69,0.52,0.83
19-1032.00,Foresters,0.0,0.3676470588235294,0.7352941176470588,0.1764705882352941,0.3676470588235294,0.5588235294117647,4,50,52,72,61,47,43,75,63,66,55,50,52.0,10,5.0,75,57,47,48.0,75,54,63,59,0.26,0.67,0.49,0.81
19-1041.00,Epidemiologists,0.0,0.4423076923076923,0.8846153846153847,0.3461538461538461,0.5576923076923077,0.7692307692307693,5,78,66,81,68,63,52,69,59,75,64,63,57.0,16,11.0,81,71,85,75.0,78,61,75,63,0.2,0.9,0.47,0.86
19-1042.00,"Medical Scientists, Except Epidemiologists",0.1818181818181818,0.5227272727272727,0.8636363636363636,0.3636363636363636,0.5681818181818182,0.7727272727272727,5,78,71,75,68,60,55,66,59,75,61,66,59.0,25,23.0,75,75,78,71.0,78,63,81,70,0.3,0.89,0.74,0.79
19-2011.00,Astronomers,0.0625,0.4375,0.8125,0.25,0.421875,0.59375,5,75,68,78,61,63,54,60,55,75,59,75,71.0,31,30.0,81,73,81,71.0,72,70,75,71,0.21,0.91,0.3,0.93
19-2012.00,Physicists,0.5454545454545454,0.75,0.9545454545454546,0.5,0.6363636363636364,0.7727272727272727,5,75,79,78,70,72,71,56,57,75,68,81,79.0,60,55.0,81,84,91,82.0,78,68,75,71,0.14,0.7,0.27,0.88
